TrainCode,TrainDate,LocationCode,LocationFullName,ScheduledArrival,ActualArrival,ScheduledDeparture,ActualDeparture,LocationType,TrainOrigin,TrainDestination
E132,31 Mar 2025,HTOWN,Harmonstown,22:01:30,22:02:42,22:02:00,22:03:42,S,Howth,Greystones
E132,31 Mar 2025,KLSTR,Killester,22:03:30,22:04:48,22:04:00,22:05:54,S,Howth,Greystones
E132,31 Mar 2025,CTARF,Clontarf Road,22:07:00,22:07:36,22:07:30,22:08:36,S,Howth,Greystones
E132,31 Mar 2025,EWALL,,22:08:30,,22:08:30,,T,Howth,Greystones
E132,31 Mar 2025,SUBJN,,22:09:00,,22:09:00,,T,Howth,Greystones
E132,31 Mar 2025,DC336,,22:09:00,,22:09:00,,T,Howth,Greystones
E132,31 Mar 2025,CNLLY,Dublin Connolly,22:12:00,22:11:36,22:13:00,22:13:12,S,Howth,Greystones
E132,31 Mar 2025,TARA,Tara Street,22:15:00,22:15:24,22:16:00,22:16:42,S,Howth,Greystones
E132,31 Mar 2025,PERSE,Dublin Pearse,22:17:00,22:17:18,22:18:00,22:18:36,S,Howth,Greystones
E132,31 Mar 2025,PERSE,Dublin Pearse,22:18:30,22:17:18,22:18:30,22:18:36,T,Howth,Greystones
E132,31 Mar 2025,GCDK,Grand Canal Dock,22:19:30,22:19:48,22:20:30,22:21:06,S,Howth,Greystones
E132,31 Mar 2025,LDWNE,Lansdowne Road,22:23:00,22:22:36,22:23:30,22:23:48,S,Howth,Greystones
E132,31 Mar 2025,SMONT,Sandymount,22:25:00,22:24:36,22:25:30,22:25:36,S,Howth,Greystones
E132,31 Mar 2025,SIDNY,Sydney Parade,22:27:30,22:27:18,22:28:00,22:28:42,S,Howth,Greystones
E132,31 Mar 2025,BTSTN,Booterstown,22:30:00,22:30:00,22:30:30,22:31:24,S,Howth,Greystones
E132,31 Mar 2025,BROCK,Blackrock,22:32:30,22:32:18,22:33:00,22:34:06,S,Howth,Greystones
E132,31 Mar 2025,SEAPT,Seapoint,22:34:30,22:34:30,22:35:00,22:36:06,S,Howth,Greystones
E132,31 Mar 2025,SHILL,Salthill and Monkstown,22:36:30,22:36:24,22:37:00,22:37:42,S,Howth,Greystones
E132,31 Mar 2025,DLERY,Dun Laoghaire,22:39:00,22:38:48,22:39:30,22:39:54,S,Howth,Greystones
E132,31 Mar 2025,SCOVE,Sandycove,22:42:30,22:41:48,22:43:00,22:44:00,S,Howth,Greystones
E132,31 Mar 2025,GLGRY,Glenageary,22:45:00,22:44:24,22:45:30,22:46:06,S,Howth,Greystones
E132,31 Mar 2025,DLKEY,Dalkey,22:47:30,22:47:30,22:48:00,22:48:48,S,Howth,Greystones
E132,31 Mar 2025,KILNY,Killiney,22:52:00,22:51:48,22:52:30,22:53:24,S,Howth,Greystones
E132,31 Mar 2025,SKILL,Shankill,22:55:00,22:55:00,22:55:30,22:56:30,S,Howth,Greystones
E132,31 Mar 2025,BRAY,Bray,22:59:30,,23:00:30,,S,Howth,Greystones
E132,31 Mar 2025,BYARD,Bray Yard,23:01:30,,23:01:30,,T,Howth,Greystones
E132,31 Mar 2025,BR49,,23:06:00,,23:06:00,,T,Howth,Greystones
E132,31 Mar 2025,GSTNS,Greystones,23:10:00,,00:00:00,,D,Howth,Greystones
E848,31 Mar 2025,BRAY,Bray,00:00:00,22:40:06,22:42:00,22:42:42,O,Bray,Malahide
E848,31 Mar 2025,SKILL,Shankill,22:46:00,22:45:42,22:46:30,22:47:54,S,Bray,Malahide
E848,31 Mar 2025,KILNY,Killiney,22:49:00,22:49:12,22:49:30,22:50:48,S,Bray,Malahide
E848,31 Mar 2025,DLKEY,Dalkey,22:53:30,22:53:30,22:54:00,22:54:54,S,Bray,Malahide
E848,31 Mar 2025,GLGRY,Glenageary,22:56:00,22:56:54,22:56:30,,S,Bray,Malahide
E848,31 Mar 2025,SCOVE,Sandycove,22:58:00,,22:58:30,,S,Bray,Malahide
E848,31 Mar 2025,DLERY,Dun Laoghaire,23:01:30,,23:02:00,,S,Bray,Malahide
E848,31 Mar 2025,SHILL,Salthill and Monkstown,23:04:00,,23:04:30,,S,Bray,Malahide
E848,31 Mar 2025,SEAPT,Seapoint,23:05:30,,23:06:00,,S,Bray,Malahide
E848,31 Mar 2025,BROCK,Blackrock,23:08:00,,23:08:30,,S,Bray,Malahide
E848,31 Mar 2025,BTSTN,Booterstown,23:10:00,,23:10:30,,S,Bray,Malahide
E848,31 Mar 2025,SIDNY,Sydney Parade,23:12:30,,23:13:00,,S,Bray,Malahide
E848,31 Mar 2025,SMONT,Sandymount,23:15:00,,23:15:30,,S,Bray,Malahide
E848,31 Mar 2025,LDWNE,Lansdowne Road,23:17:00,,23:17:30,,S,Bray,Malahide
E848,31 Mar 2025,GCDK,Grand Canal Dock,23:20:00,,23:21:00,,S,Bray,Malahide
E848,31 Mar 2025,DC427,,23:22:00,,23:22:00,,T,Bray,Malahide
E848,31 Mar 2025,PERSE,Dublin Pearse,23:23:00,,23:24:00,,S,Bray,Malahide
E848,31 Mar 2025,TARA,Tara Street,23:25:30,,23:26:30,,S,Bray,Malahide
E848,31 Mar 2025,CNLLY,Dublin Connolly,23:29:30,,23:30:30,,S,Bray,Malahide
E848,31 Mar 2025,OSSRY,,23:31:00,,23:31:00,,T,Bray,Malahide
E848,31 Mar 2025,SUBJN,,23:31:30,,23:31:30,,T,Bray,Malahide
E848,31 Mar 2025,EWALL,,23:32:00,,23:32:00,,T,Bray,Malahide
E848,31 Mar 2025,CTARF,Clontarf Road,23:33:30,,23:34:00,,S,Bray,Malahide
E848,31 Mar 2025,KLSTR,Killester,23:36:00,,23:36:30,,S,Bray,Malahide
E848,31 Mar 2025,HTOWN,Harmonstown,23:38:00,,23:38:30,,S,Bray,Malahide
E848,31 Mar 2025,RAHNY,Raheny,23:40:00,,23:40:30,,S,Bray,Malahide
E848,31 Mar 2025,KBRCK,Kilbarrack,23:42:00,,23:42:30,,S,Bray,Malahide
E848,31 Mar 2025,HWTHJ,Howth Junction,23:44:00,,23:44:30,,S,Bray,Malahide
E848,31 Mar 2025,GRGRD,Clongriffin,23:46:30,,23:47:00,,S,Bray,Malahide
E848,31 Mar 2025,PMNCK,Portmarnock,23:49:00,,23:49:30,,S,Bray,Malahide
E848,31 Mar 2025,MHIDE,Malahide,23:56:00,,00:00:00,,D,Bray,Malahide
E261,31 Mar 2025,MHIDE,Malahide,00:00:00,21:54:18,22:03:00,22:03:24,O,Malahide,Bray
E261,31 Mar 2025,PMNCK,Portmarnock,22:07:00,22:06:36,22:07:30,22:07:48,S,Malahide,Bray
E261,31 Mar 2025,GRGRD,Clongriffin,22:09:30,22:09:00,22:10:00,22:10:24,S,Malahide,Bray
E261,31 Mar 2025,HWTHJ,Howth Junction,22:12:00,22:11:42,22:12:30,22:12:42,S,Malahide,Bray
E261,31 Mar 2025,KBRCK,Kilbarrack,22:14:00,22:13:18,22:14:30,22:14:48,S,Malahide,Bray
E261,31 Mar 2025,RAHNY,Raheny,22:16:30,22:15:54,22:17:00,22:17:06,S,Malahide,Bray
E261,31 Mar 2025,HTOWN,Harmonstown,22:18:30,22:18:12,22:19:00,22:19:12,S,Malahide,Bray
E261,31 Mar 2025,KLSTR,Killester,22:20:30,22:20:12,22:21:00,22:21:24,S,Malahide,Bray
E261,31 Mar 2025,CTARF,Clontarf Road,22:24:00,22:23:06,22:24:30,22:24:42,S,Malahide,Bray
E261,31 Mar 2025,EWALL,,22:26:00,,22:26:00,,T,Malahide,Bray
E261,31 Mar 2025,SUBJN,,22:26:30,,22:26:30,,T,Malahide,Bray
E261,31 Mar 2025,DC336,,22:26:30,,22:26:30,,T,Malahide,Bray
E261,31 Mar 2025,CNLLY,Dublin Connolly,22:29:00,22:27:42,22:30:00,22:30:06,S,Malahide,Bray
E261,31 Mar 2025,TARA,Tara Street,22:32:00,22:32:12,22:33:00,22:33:30,S,Malahide,Bray
E261,31 Mar 2025,PERSE,Dublin Pearse,22:34:00,22:34:06,22:35:00,22:35:30,S,Malahide,Bray
E261,31 Mar 2025,GCDK,Grand Canal Dock,22:36:30,22:36:30,22:37:30,22:37:42,S,Malahide,Bray
E261,31 Mar 2025,LDWNE,Lansdowne Road,22:40:00,22:39:00,22:40:30,22:40:36,S,Malahide,Bray
E261,31 Mar 2025,SMONT,Sandymount,22:42:00,22:41:18,22:42:30,22:42:12,S,Malahide,Bray
E261,31 Mar 2025,SIDNY,Sydney Parade,22:44:30,22:43:42,22:45:00,22:45:12,S,Malahide,Bray
E261,31 Mar 2025,BTSTN,Booterstown,22:47:00,22:46:24,22:47:30,22:47:48,S,Malahide,Bray
E261,31 Mar 2025,BROCK,Blackrock,22:49:30,22:48:42,22:50:00,22:50:42,S,Malahide,Bray
E261,31 Mar 2025,SEAPT,Seapoint,22:51:30,22:51:06,22:52:00,22:52:42,S,Malahide,Bray
E261,31 Mar 2025,SHILL,Salthill and Monkstown,22:53:30,22:53:00,22:54:00,22:54:24,S,Malahide,Bray
E261,31 Mar 2025,DLERY,Dun Laoghaire,22:56:00,22:55:24,22:56:30,22:56:36,S,Malahide,Bray
E261,31 Mar 2025,SCOVE,Sandycove,22:59:30,,23:00:00,,S,Malahide,Bray
E261,31 Mar 2025,GLGRY,Glenageary,23:02:00,,23:02:30,,S,Malahide,Bray
E261,31 Mar 2025,DLKEY,Dalkey,23:05:00,,23:05:30,,S,Malahide,Bray
E261,31 Mar 2025,KILNY,Killiney,23:09:00,,23:09:30,,S,Malahide,Bray
E261,31 Mar 2025,SKILL,Shankill,23:12:00,,23:12:30,,S,Malahide,Bray
E261,31 Mar 2025,BRAY,Bray,23:17:00,,00:00:00,,D,Malahide,Bray
E950,31 Mar 2025,GSTNS,Greystones,00:00:00,22:14:54,22:20:00,22:20:30,O,Greystones,Howth
E950,31 Mar 2025,BR49,,22:24:30,22:25:30,22:24:30,22:25:48,T,Greystones,Howth
E950,31 Mar 2025,BYARD,Bray Yard,22:29:00,,22:29:00,,T,Greystones,Howth
E950,31 Mar 2025,BRAY,Bray,22:30:00,22:30:24,22:32:00,22:32:00,S,Greystones,Howth
E950,31 Mar 2025,SKILL,Shankill,22:36:00,22:35:18,22:36:30,22:36:48,S,Greystones,Howth
E950,31 Mar 2025,KILNY,Killiney,22:39:00,22:38:18,22:39:30,22:39:42,S,Greystones,Howth
E950,31 Mar 2025,DLKEY,Dalkey,22:43:30,22:42:36,22:44:00,22:44:06,S,Greystones,Howth
E950,31 Mar 2025,GLGRY,Glenageary,22:46:00,22:46:06,22:46:30,22:47:36,S,Greystones,Howth
E950,31 Mar 2025,SCOVE,Sandycove,22:48:00,22:48:30,22:48:30,22:49:36,S,Greystones,Howth
E950,31 Mar 2025,DLERY,Dun Laoghaire,22:51:30,22:51:18,22:52:00,22:52:36,S,Greystones,Howth
E950,31 Mar 2025,SHILL,Salthill and Monkstown,22:54:00,22:53:42,22:54:30,22:55:18,S,Greystones,Howth
E950,31 Mar 2025,SEAPT,Seapoint,22:55:30,22:55:36,22:56:00,,S,Greystones,Howth
E950,31 Mar 2025,BROCK,Blackrock,22:58:00,,22:58:30,,S,Greystones,Howth
E950,31 Mar 2025,BTSTN,Booterstown,23:00:00,,23:00:30,,S,Greystones,Howth
E950,31 Mar 2025,SIDNY,Sydney Parade,23:02:30,,23:03:00,,S,Greystones,Howth
E950,31 Mar 2025,SMONT,Sandymount,23:05:00,,23:05:30,,S,Greystones,Howth
E950,31 Mar 2025,LDWNE,Lansdowne Road,23:07:00,,23:07:30,,S,Greystones,Howth
E950,31 Mar 2025,GCDK,Grand Canal Dock,23:10:00,,23:11:00,,S,Greystones,Howth
E950,31 Mar 2025,DC427,,23:11:30,,23:11:30,,T,Greystones,Howth
E950,31 Mar 2025,PERSE,Dublin Pearse,23:13:00,,23:14:00,,S,Greystones,Howth
E950,31 Mar 2025,TARA,Tara Street,23:15:30,,23:16:30,,S,Greystones,Howth
E950,31 Mar 2025,CNLLY,Dublin Connolly,23:19:30,,23:20:30,,S,Greystones,Howth
E950,31 Mar 2025,OSSRY,,23:21:30,,23:21:30,,T,Greystones,Howth
E950,31 Mar 2025,SUBJN,,23:21:30,,23:21:30,,T,Greystones,Howth
E950,31 Mar 2025,EWALL,,23:22:00,,23:22:00,,T,Greystones,Howth
E950,31 Mar 2025,CTARF,Clontarf Road,23:23:30,,23:24:00,,S,Greystones,Howth
E950,31 Mar 2025,KLSTR,Killester,23:26:00,,23:26:30,,S,Greystones,Howth
E950,31 Mar 2025,HTOWN,Harmonstown,23:28:00,,23:28:30,,S,Greystones,Howth
E950,31 Mar 2025,RAHNY,Raheny,23:30:00,,23:30:30,,S,Greystones,Howth
E950,31 Mar 2025,KBRCK,Kilbarrack,23:32:00,,23:32:30,,S,Greystones,Howth
E950,31 Mar 2025,HWTHJ,Howth Junction,23:34:00,,23:34:30,,S,Greystones,Howth
E950,31 Mar 2025,BYSDE,Bayside,23:36:30,,23:37:00,,S,Greystones,Howth
E950,31 Mar 2025,SUTTN,Sutton,23:39:00,,23:39:30,,S,Greystones,Howth
E950,31 Mar 2025,HOWTH,Howth,23:45:00,,00:00:00,,D,Greystones,Howth
A231,31 Mar 2025,CORK,Cork,00:00:00,,20:25:00,20:25:00,O,Cork,Dublin Heuston
A231,31 Mar 2025,CK789,,20:27:30,,20:27:30,,T,Cork,Dublin Heuston
A231,31 Mar 2025,RP805,RP805,20:36:00,,20:36:00,,T,Cork,Dublin Heuston
A231,31 Mar 2025,MW807,MW807,20:41:30,,20:41:30,,T,Cork,Dublin Heuston
A231,31 Mar 2025,KRLYJ,Killarney Junction,20:45:00,,20:45:00,,T,Cork,Dublin Heuston
A231,31 Mar 2025,MLLOW,Mallow,20:47:00,20:47:18,20:49:00,20:50:00,S,Cork,Dublin Heuston
A231,31 Mar 2025,MW859,MW859,20:57:00,,20:57:00,,T,Cork,Dublin Heuston
A231,31 Mar 2025,CVILL,Charleville,21:03:00,21:03:30,21:05:00,21:06:36,S,Cork,Dublin Heuston
A231,31 Mar 2025,RC893,RC893,21:11:30,,21:11:30,,T,Cork,Dublin Heuston
A231,31 Mar 2025,LJ895,LJ895,21:17:00,21:14:06,21:17:00,21:19:54,T,Cork,Dublin Heuston
A231,31 Mar 2025,LJ353,,21:22:00,21:26:30,21:22:00,21:26:48,T,Cork,Dublin Heuston
A231,31 Mar 2025,LMRKJ,Limerick Junction,21:27:30,21:28:12,21:30:30,21:33:42,S,Cork,Dublin Heuston
A231,31 Mar 2025,LJ339,,21:34:30,,21:34:30,,T,Cork,Dublin Heuston
A231,31 Mar 2025,LJ461,LJ461,21:36:30,21:37:42,21:36:30,21:39:30,T,Cork,Dublin Heuston
A231,31 Mar 2025,TS463,TS463,21:40:00,,21:40:00,,T,Cork,Dublin Heuston
A231,31 Mar 2025,TS465,TS465,21:43:00,21:49:06,21:43:00,21:49:18,T,Cork,Dublin Heuston
A231,31 Mar 2025,THRLS,Thurles,21:47:30,21:50:30,21:49:30,21:53:12,S,Cork,Dublin Heuston
A231,31 Mar 2025,TPMOR,Templemore,21:56:30,21:58:18,21:56:30,22:00:18,T,Cork,Dublin Heuston
A231,31 Mar 2025,LDUFF,Lisduff,22:00:30,22:03:42,22:00:30,22:04:00,T,Cork,Dublin Heuston
A231,31 Mar 2025,BBRHY,Ballybrophy,22:04:30,22:07:48,22:04:30,22:08:00,T,Cork,Dublin Heuston
A231,31 Mar 2025,PL101,PL101,22:08:30,22:08:06,22:08:30,22:08:12,T,Cork,Dublin Heuston
A231,31 Mar 2025,PL103,PL103,22:11:30,22:17:00,22:11:30,22:17:12,T,Cork,Dublin Heuston
A231,31 Mar 2025,PL280,,22:13:00,,22:13:00,,T,Cork,Dublin Heuston
A231,31 Mar 2025,PTLSE,Portlaoise,22:20:00,22:18:18,22:22:00,22:21:00,S,Cork,Dublin Heuston
A231,31 Mar 2025,CY111,CY111,22:27:00,,22:27:00,,T,Cork,Dublin Heuston
A231,31 Mar 2025,PTRTN,Portarlington,22:29:30,22:28:30,22:29:30,22:28:36,T,Cork,Dublin Heuston
A231,31 Mar 2025,MONVN,Monasterevin,22:33:00,22:29:00,22:33:00,22:34:42,T,Cork,Dublin Heuston
A231,31 Mar 2025,CHVLJ,Cherryville Junction,22:35:30,22:37:36,22:35:30,22:37:42,T,Cork,Dublin Heuston
A231,31 Mar 2025,KDARE,Kildare,22:37:00,22:39:06,22:37:00,22:39:18,T,Cork,Dublin Heuston
A231,31 Mar 2025,CURAH,Curragh,22:39:00,,22:39:00,,T,Cork,Dublin Heuston
A231,31 Mar 2025,NBRGE,Newbridge,22:40:30,22:42:36,22:40:30,22:42:42,T,Cork,Dublin Heuston
A231,31 Mar 2025,HK176,HK176,22:43:00,,22:43:00,,T,Cork,Dublin Heuston
A231,31 Mar 2025,SALNS,Sallins,22:45:00,22:47:12,22:45:00,22:47:18,T,Cork,Dublin Heuston
A231,31 Mar 2025,HK156,HK156,22:47:30,,22:47:30,,T,Cork,Dublin Heuston
A231,31 Mar 2025,HK152,HK152,22:49:00,,22:49:00,,T,Cork,Dublin Heuston
A231,31 Mar 2025,HAZEF,Hazelhatch,22:50:00,22:52:06,22:50:00,22:52:18,T,Cork,Dublin Heuston
A231,31 Mar 2025,ADAMF,Adamstown,22:51:30,22:53:42,22:51:30,22:53:48,T,Cork,Dublin Heuston
A231,31 Mar 2025,KISHF,Kishoge,22:52:30,22:54:42,22:52:30,22:54:48,T,Cork,Dublin Heuston
A231,31 Mar 2025,CLONF,Clondalkin,22:53:30,22:55:18,22:53:30,22:55:36,T,Cork,Dublin Heuston
A231,31 Mar 2025,PWESF,Park West and Cherry Orchard,22:55:00,22:55:48,22:55:00,22:56:30,T,Cork,Dublin Heuston
A231,31 Mar 2025,HK108,HK108,22:55:00,,22:55:00,,T,Cork,Dublin Heuston
A231,31 Mar 2025,ICORE,Inchicore,22:56:30,,22:56:30,,T,Cork,Dublin Heuston
A231,31 Mar 2025,IBJCT,Islandbridge Junction,22:58:00,,22:58:00,,T,Cork,Dublin Heuston
A231,31 Mar 2025,HSTON,Dublin Heuston,23:01:00,,00:00:00,,D,Cork,Dublin Heuston
A531,31 Mar 2025,WFORD,Waterford,00:00:00,,20:20:00,20:20:00,O,Waterford,Dublin Heuston
A531,31 Mar 2025,WFRDW,,20:22:30,,20:22:30,,T,Waterford,Dublin Heuston
A531,31 Mar 2025,BAHLE,Ballyhale,20:42:30,,20:42:30,,T,Waterford,Dublin Heuston
A531,31 Mar 2025,THTWN,Thomastown,20:48:00,,20:49:00,,S,Waterford,Dublin Heuston
A531,31 Mar 2025,LVTNS,Lavistown South,20:57:00,,20:57:00,,T,Waterford,Dublin Heuston
A531,31 Mar 2025,KKNNY,Kilkenny,21:03:30,,21:08:30,,S,Waterford,Dublin Heuston
A531,31 Mar 2025,LVTNN,Lavistown North,21:12:30,,21:12:30,,T,Waterford,Dublin Heuston
A531,31 Mar 2025,MNEBG,Muine Bheag,21:23:30,,21:24:30,,S,Waterford,Dublin Heuston
A531,31 Mar 2025,CRLOW,Carlow,21:34:30,21:34:30,21:41:30,21:43:48,S,Waterford,Dublin Heuston
A531,31 Mar 2025,ATHY,Athy,21:52:30,21:56:36,21:53:30,21:56:54,S,Waterford,Dublin Heuston
A531,31 Mar 2025,CHVLJ,Cherryville Junction,22:06:30,22:11:42,22:06:30,22:11:48,T,Waterford,Dublin Heuston
A531,31 Mar 2025,KDARE,Kildare,22:11:30,22:16:18,22:12:30,22:18:12,S,Waterford,Dublin Heuston
A531,31 Mar 2025,CURAH,Curragh,22:15:30,,22:15:30,,T,Waterford,Dublin Heuston
A531,31 Mar 2025,NBRGE,Newbridge,22:18:00,22:23:42,22:19:00,22:25:30,S,Waterford,Dublin Heuston
A531,31 Mar 2025,HK176,HK176,22:23:00,,22:23:00,,T,Waterford,Dublin Heuston
A531,31 Mar 2025,SALNS,Sallins,22:25:30,22:32:54,22:26:30,22:34:36,S,Waterford,Dublin Heuston
A531,31 Mar 2025,HK156,HK156,22:30:30,,22:30:30,,T,Waterford,Dublin Heuston
A531,31 Mar 2025,HK152,HK152,22:32:30,,22:32:30,,T,Waterford,Dublin Heuston
A531,31 Mar 2025,HZLCH,Hazelhatch,22:34:00,22:41:54,22:35:00,22:43:42,S,Waterford,Dublin Heuston
A531,31 Mar 2025,ADMTN,Adamstown,22:38:30,22:46:48,22:39:30,22:48:24,S,Waterford,Dublin Heuston
A531,31 Mar 2025,KISHO,Kishoge,22:42:00,22:50:48,22:43:00,22:52:30,S,Waterford,Dublin Heuston
A531,31 Mar 2025,CLDKN,Clondalkin,22:45:00,22:54:18,22:46:00,22:56:18,S,Waterford,Dublin Heuston
A531,31 Mar 2025,CHORC,Park West and Cherry Orchard,22:48:00,22:56:48,22:49:00,,S,Waterford,Dublin Heuston
A531,31 Mar 2025,HK106,HK106,22:49:30,,22:49:30,,T,Waterford,Dublin Heuston
A531,31 Mar 2025,ICORE,Inchicore,22:51:00,,22:51:00,,T,Waterford,Dublin Heuston
A531,31 Mar 2025,IBJCT,Islandbridge Junction,22:53:30,,22:53:30,,T,Waterford,Dublin Heuston
A531,31 Mar 2025,HSTON,Dublin Heuston,22:57:00,,00:00:00,,D,Waterford,Dublin Heuston
P227,31 Mar 2025,PTLSE,Portlaoise,00:00:00,21:19:36,21:30:00,21:30:54,O,Portlaoise,Dublin Heuston
P227,31 Mar 2025,CY111,CY111,21:34:30,,21:34:30,,T,Portlaoise,Dublin Heuston
P227,31 Mar 2025,PTRTN,Portarlington,21:38:00,21:47:48,21:39:00,21:49:42,S,Portlaoise,Dublin Heuston
P227,31 Mar 2025,MONVN,Monasterevin,21:44:00,21:54:06,21:45:00,22:03:06,S,Portlaoise,Dublin Heuston
P227,31 Mar 2025,CHVLJ,Cherryville Junction,21:49:00,22:07:06,21:49:00,22:07:12,T,Portlaoise,Dublin Heuston
P227,31 Mar 2025,KDARE,Kildare,21:53:00,22:10:54,21:54:00,22:12:48,S,Portlaoise,Dublin Heuston
P227,31 Mar 2025,CURAH,Curragh,21:57:00,,21:57:00,,T,Portlaoise,Dublin Heuston
P227,31 Mar 2025,NBRGE,Newbridge,21:59:30,22:18:30,22:00:30,22:19:54,S,Portlaoise,Dublin Heuston
P227,31 Mar 2025,HK176,HK176,22:04:30,,22:04:30,,T,Portlaoise,Dublin Heuston
P227,31 Mar 2025,SALNS,Sallins,22:07:00,22:27:06,22:08:00,22:28:54,S,Portlaoise,Dublin Heuston
P227,31 Mar 2025,HK156,HK156,22:12:00,,22:12:00,,T,Portlaoise,Dublin Heuston
P227,31 Mar 2025,HK152,HK152,22:14:00,,22:14:00,,T,Portlaoise,Dublin Heuston
P227,31 Mar 2025,HZLCH,Hazelhatch,22:15:30,22:36:42,22:16:30,22:38:06,S,Portlaoise,Dublin Heuston
P227,31 Mar 2025,ADMTN,Adamstown,22:20:00,22:41:06,22:21:00,22:42:36,S,Portlaoise,Dublin Heuston
P227,31 Mar 2025,KISHO,Kishoge,22:23:30,22:44:36,22:24:30,22:45:54,S,Portlaoise,Dublin Heuston
P227,31 Mar 2025,CLDKN,Clondalkin,22:26:30,22:47:30,22:27:30,22:49:00,S,Portlaoise,Dublin Heuston
P227,31 Mar 2025,CHORC,Park West and Cherry Orchard,22:29:30,22:49:24,22:30:30,22:51:06,S,Portlaoise,Dublin Heuston
P227,31 Mar 2025,HK106,HK106,22:31:00,,22:31:00,,T,Portlaoise,Dublin Heuston
P227,31 Mar 2025,ICORE,Inchicore,22:32:30,,22:32:30,,T,Portlaoise,Dublin Heuston
P227,31 Mar 2025,IBJCT,Islandbridge Junction,22:35:00,,22:35:00,,T,Portlaoise,Dublin Heuston
P227,31 Mar 2025,HSTON,Dublin Heuston,22:39:00,,00:00:00,,D,Portlaoise,Dublin Heuston
P423,31 Mar 2025,HZLCH,Hazelhatch,00:00:00,22:18:42,22:42:00,22:46:00,O,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,ADMTN,Adamstown,22:46:00,22:50:18,22:47:00,22:52:12,S,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,KISHO,Kishoge,22:49:30,22:54:36,22:50:30,22:56:30,S,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,CLDKN,Clondalkin,22:52:30,,22:53:30,,S,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,CHORC,Park West and Cherry Orchard,22:56:30,,22:57:30,,S,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,HK106,HK106,22:58:00,,22:58:00,,T,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,ICORE,Inchicore,23:00:00,,23:00:00,,T,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,IBJCT,Islandbridge Junction,23:01:30,,23:01:30,,T,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,HSTNW,,23:02:30,,23:02:30,,T,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,CW22,,23:05:30,,23:05:30,,T,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,GLASJ,Glasnevin Junction,23:08:30,,23:08:30,,T,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,DCDRA,Drumcondra,23:10:30,,23:11:30,,S,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,NSJCT,North Strand Junction,23:14:00,,23:14:00,,T,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,OSSRY,,23:15:00,,23:15:00,,T,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,CNLLY,Dublin Connolly,23:16:00,,23:17:00,,S,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,TARA,Tara Street,23:19:30,,23:20:30,,S,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,PERSE,Dublin Pearse,23:22:00,,23:23:00,,S,Hazelhatch,Grand Canal Dock
P423,31 Mar 2025,GCDK,Grand Canal Dock,23:25:00,,00:00:00,,D,Hazelhatch,Grand Canal Dock
E262,31 Mar 2025,HOWTH,Howth,00:00:00,22:11:48,22:19:00,22:19:54,O,Howth,Bray
E262,31 Mar 2025,SUTTN,Sutton,22:21:30,22:22:18,22:22:00,22:23:30,S,Howth,Bray
E262,31 Mar 2025,BYSDE,Bayside,22:24:00,22:24:48,22:24:30,22:27:12,S,Howth,Bray
E262,31 Mar 2025,HWTHJ,Howth Junction,22:27:00,22:28:36,22:27:30,22:29:48,S,Howth,Bray
E262,31 Mar 2025,KBRCK,Kilbarrack,22:29:00,22:30:48,22:29:30,22:31:48,S,Howth,Bray
E262,31 Mar 2025,RAHNY,Raheny,22:31:30,22:33:12,22:32:00,22:34:48,S,Howth,Bray
E262,31 Mar 2025,HTOWN,Harmonstown,22:33:30,22:36:12,22:34:00,22:37:12,S,Howth,Bray
E262,31 Mar 2025,KLSTR,Killester,22:35:30,22:38:30,22:36:00,22:39:48,S,Howth,Bray
E262,31 Mar 2025,CTARF,Clontarf Road,22:39:00,22:41:42,22:39:30,22:42:42,S,Howth,Bray
E262,31 Mar 2025,EWALL,,22:40:30,,22:40:30,,T,Howth,Bray
E262,31 Mar 2025,SUBJN,,22:41:00,,22:41:00,,T,Howth,Bray
E262,31 Mar 2025,DC336,,22:41:00,,22:41:00,,T,Howth,Bray
E262,31 Mar 2025,CNLLY,Dublin Connolly,22:44:00,22:45:48,22:45:00,22:47:00,S,Howth,Bray
E262,31 Mar 2025,TARA,Tara Street,22:47:00,22:49:12,22:48:00,22:50:30,S,Howth,Bray
E262,31 Mar 2025,PERSE,Dublin Pearse,22:49:00,22:51:12,22:50:00,22:52:30,S,Howth,Bray
E262,31 Mar 2025,PERSE,Dublin Pearse,22:50:30,22:51:12,22:50:30,22:52:30,T,Howth,Bray
